Date,Time,D1_Counts,D2_Counts,Coincidences
2026-09-07,00:00:00,100,79,0
2026-09-07,00:05:00,98,100,6
2026-09-07,00:10:00,76,91,3
2026-09-07,00:15:00,97,89,2
2026-09-07,00:20:00,89,107,3
2026-09-07,00:25:00,99,82,3
2026-09-07,00:30:00,117,105,2
2026-09-07,00:35:00,91,104,2
2026-09-07,00:40:00,97,86,0
2026-09-07,00:45:00,109,101,4
2026-09-07,00:50:00,80,103,1
2026-09-07,00:55:00,88,87,2
2026-09-07,01:00:00,111,98,5
2026-09-07,01:05:00,88,115,0
2026-09-07,01:10:00,93,84,4
2026-09-07,01:15:00,103,91,4
2026-09-07,01:20:00,100,98,5
2026-09-07,01:25:00,116,113,7
2026-09-07,01:30:00,90,87,0
2026-09-07,01:35:00,98,105,1
2026-09-07,01:40:00,97,86,0
2026-09-07,01:45:00,104,90,3
2026-09-07,01:50:00,104,85,5
2026-09-07,01:55:00,105,112,5
2026-09-07,02:00:00,113,81,1
2026-09-07,02:05:00,107,89,1
2026-09-07,02:10:00,98,94,5
2026-09-07,02:15:00,115,101,3
2026-09-07,02:20:00,97,77,1
2026-09-07,02:25:00,96,83,5
2026-09-07,02:30:00,111,86,0
2026-09-07,02:35:00,100,78,3
2026-09-07,02:40:00,109,108,2
2026-09-07,02:45:00,114,89,0
2026-09-07,02:50:00,120,112,3
2026-09-07,02:55:00,103,86,3
2026-09-07,03:00:00,109,99,3
2026-09-07,03:05:00,102,85,1
2026-09-07,03:10:00,101,98,3
2026-09-07,03:15:00,109,94,3
2026-09-07,03:20:00,99,99,3
2026-09-07,03:25:00,94,114,1
2026-09-07,03:30:00,102,96,4
2026-09-07,03:35:00,104,85,3
2026-09-07,03:40:00,106,94,3
2026-09-07,03:45:00,94,96,0
2026-09-07,03:50:00,114,102,4
2026-09-07,03:55:00,108,102,4
2026-09-07,04:00:00,99,80,1
2026-09-07,04:05:00,97,94,1
2026-09-07,04:10:00,115,112,4
2026-09-07,04:15:00,91,99,0
2026-09-07,04:20:00,101,83,4
2026-09-07,04:25:00,101,96,3
2026-09-07,04:30:00,97,124,1
2026-09-07,04:35:00,119,82,0
2026-09-07,04:40:00,110,100,2
2026-09-07,04:45:00,107,99,3
2026-09-07,04:50:00,100,79,4
2026-09-07,04:55:00,107,93,3
2026-09-07,05:00:00,106,102,2
2026-09-07,05:05:00,108,103,3
2026-09-07,05:10:00,117,93,4
2026-09-07,05:15:00,102,95,1
2026-09-07,05:20:00,109,102,5
2026-09-07,05:25:00,98,81,5
2026-09-07,05:30:00,105,92,1
2026-09-07,05:35:00,114,104,4
2026-09-07,05:40:00,107,85,4
2026-09-07,05:45:00,128,87,3
2026-09-07,05:50:00,101,100,3
2026-09-07,05:55:00,91,98,3
2026-09-07,06:00:00,104,71,2
2026-09-07,06:05:00,81,89,1
2026-09-07,06:10:00,89,91,2
2026-09-07,06:15:00,104,75,3
2026-09-07,06:20:00,118,111,2
2026-09-07,06:25:00,106,75,2
2026-09-07,06:30:00,115,101,2
