Date,Time,D1_Counts,D2_Counts,Coincidences
2026-08-18,20:35:00,128,93,5
2026-08-18,20:40:00,109,84,1
2026-08-18,21:20:00,123,116,3
2026-08-18,21:25:00,125,112,2
2026-08-18,21:30:00,134,103,3
2026-08-18,21:35:00,129,128,2
2026-08-18,21:40:00,160,114,4
2026-08-18,21:45:00,131,116,2
2026-08-18,21:50:00,134,124,4
2026-08-18,21:55:00,108,114,1
2026-08-18,22:00:00,127,93,1
2026-08-18,22:05:00,128,108,3
2026-08-18,22:10:00,122,106,1
2026-08-18,22:15:00,155,124,5
2026-08-18,22:20:00,146,115,2
2026-08-18,22:25:00,138,96,1
2026-08-18,22:30:00,138,116,3
2026-08-18,22:35:00,154,123,4
