Date,Time,D1_Counts,D2_Counts,Coincidences
2026-08-10,20:30:00,128,111,3
2026-08-10,20:35:00,150,100,3
2026-08-10,20:40:00,122,100,3
2026-08-10,20:45:00,122,135,3
2026-08-10,20:50:00,135,111,1
2026-08-10,20:55:00,126,109,1
2026-08-10,21:00:00,142,102,1
2026-08-10,21:05:00,105,110,3
2026-08-10,21:10:00,142,111,3
2026-08-10,21:15:00,122,135,4
2026-08-10,21:20:00,108,109,1
2026-08-10,21:25:00,153,102,4
2026-08-10,21:30:00,116,101,0
2026-08-10,21:35:00,157,127,1
2026-08-10,21:40:00,123,102,4
