Date,Time,BMP390_Pressure(hPa),Online_Temp(C),Online_Pressure(hPa),Online_Humidity(%)
2026-08-18,21:15:00,842.47,22.24,1012.00,75.00
2026-08-18,21:40:00,842.47,21.24,1012.00,76.00
2026-08-18,21:45:00,986.97,21.24,1012.00,76.00
2026-08-18,21:50:00,986.95,21.24,1012.00,76.00
2026-08-18,21:55:00,986.95,21.24,1012.00,76.00
2026-08-18,22:00:00,986.96,21.24,1012.00,76.00
2026-08-18,22:05:00,986.98,21.24,1012.00,76.00
2026-08-18,22:10:00,986.98,21.01,1012.00,78.00
2026-08-18,22:15:00,986.96,21.01,1012.00,78.00
2026-08-18,22:20:00,986.95,20.24,1012.00,78.00
2026-08-18,22:25:00,986.91,20.24,1012.00,78.00
2026-08-18,22:30:00,986.85,20.24,1012.00,78.00
2026-08-18,22:35:00,986.82,20.24,1012.00,77.00
2026-08-18,22:40:00,986.77,20.24,1012.00,77.00
2026-08-18,22:45:00,986.71,20.24,1012.00,77.00
