Date,Time,BMP390_Pressure(hPa),Online_Temp(C),Online_Pressure(hPa),Online_Humidity(%)
2026-08-26,11:30:00,842.47,23.24,1016.00,72.00
2026-08-26,13:05:39,842.47,24.24,1015.00,66.00
2026-08-26,13:10:00,989.55,24.24,1015.00,66.00
2026-08-26,13:15:00,989.53,24.24,1015.00,66.00
2026-08-26,13:20:00,989.53,24.24,1015.00,66.00
2026-08-26,13:25:00,989.52,24.24,1015.00,66.00
2026-08-26,13:30:00,989.51,24.24,1015.00,66.00
2026-08-26,13:35:00,989.48,24.24,1015.00,66.00
2026-08-26,13:40:00,989.45,24.24,1015.00,66.00
2026-08-26,14:35:18,842.47,25.24,1014.00,56.00
2026-08-26,14:40:00,988.75,25.24,1014.00,56.00
2026-08-26,14:45:00,988.76,25.24,1014.00,56.00
2026-08-26,14:50:00,988.77,25.24,1014.00,56.00
2026-08-26,14:55:00,988.75,25.24,1014.00,56.00
2026-08-26,15:00:00,988.71,25.24,1014.00,55.00
2026-08-26,15:05:00,988.68,25.24,1014.00,55.00
2026-08-26,15:10:00,988.62,25.89,1014.00,63.00
2026-08-26,15:15:00,988.61,25.89,1014.00,63.00
2026-08-26,15:20:00,988.56,26.24,1014.00,62.00
2026-08-26,15:25:00,988.51,26.24,1014.00,62.00
2026-08-26,15:30:00,988.47,26.24,1014.00,62.00
2026-08-26,15:35:00,988.45,26.24,1014.00,53.00
2026-08-26,15:40:00,988.42,26.24,1014.00,53.00
2026-08-26,15:45:00,988.38,26.24,1014.00,53.00
