Date,Time,BMP390_Pressure(hPa),Online_Temp(C),Online_Pressure(hPa),Online_Humidity(%)
2026-08-25,10:05:00,842.47,18.24,1018.00,74.00
2026-08-25,10:10:00,992.52,18.24,1018.00,74.00
2026-08-25,10:15:00,992.51,19.24,1018.00,81.00
2026-08-25,10:20:00,992.51,19.24,1018.00,81.00
2026-08-25,10:25:00,992.51,19.24,1018.00,78.00
2026-08-25,10:30:00,992.54,19.24,1018.00,78.00
2026-08-25,10:35:00,992.60,19.24,1018.00,78.00
2026-08-25,10:40:00,992.65,19.24,1018.00,68.00
2026-08-25,10:45:00,992.71,19.24,1018.00,68.00
2026-08-25,10:50:00,992.75,19.24,1018.00,67.00
2026-08-25,10:55:00,992.80,19.24,1018.00,67.00
2026-08-25,11:00:00,992.84,19.24,1018.00,67.00
2026-08-25,11:05:00,992.87,19.24,1018.00,67.00
2026-08-25,11:10:00,992.91,20.75,1018.00,74.00
2026-08-25,11:15:00,992.92,20.75,1018.00,74.00
2026-08-25,11:20:00,992.91,20.75,1018.00,74.00
2026-08-25,11:25:00,992.92,21.24,1018.00,72.00
2026-08-25,11:30:00,992.94,21.24,1018.00,72.00
2026-08-25,11:35:00,992.96,21.24,1018.00,72.00
2026-08-25,11:40:00,993.00,21.24,1018.00,63.00
2026-08-25,11:45:00,993.03,21.24,1018.00,63.00
2026-08-25,11:50:00,993.04,21.24,1018.00,62.00
2026-08-25,11:55:00,993.04,21.24,1018.00,62.00
2026-08-25,12:00:00,993.06,21.24,1018.00,62.00
2026-08-25,12:05:00,993.05,21.24,1018.00,62.00
2026-08-25,12:10:00,993.01,21.24,1018.00,62.00
2026-08-25,12:15:00,992.98,22.24,1018.00,69.00
2026-08-25,12:20:00,992.95,22.24,1018.00,69.00
2026-08-25,12:25:00,992.92,22.24,1018.00,69.00
2026-08-25,12:30:00,992.91,22.24,1018.00,68.00
2026-08-25,12:35:00,992.92,22.24,1018.00,68.00
2026-08-25,12:40:00,992.91,22.24,1018.00,59.00
2026-08-25,12:45:00,992.90,22.24,1018.00,59.00
2026-08-25,12:50:00,992.87,22.24,1018.00,59.00
2026-08-25,12:55:00,992.82,22.24,1018.00,59.00
